examOrdinal,questionKey,questionTag,maxScore,cognitiveLevel,difficulty,knowledgeCode,knowledgeTitle,chapterCode,inFramework,outsideTopic,outsideTitle,confidence,reviewFlags,contentPreview
13,III-6,TLN,0.5,VDC,4,C5.B14.5,Khoảng cách từ một điểm đến một mặt phẳng,C5,true,,,0.825,,Mái nhà tranh của ông F được đặt vào trong hệ trục tọa độ Oxyz với đơn vị là mét với mặt phẳng (R): $z+1=0$ là mặt đất. Một bức tường là mặt phẳng (P): $x+y-2\sqrt{2}=0$ và mái nh...
14,I-1,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,,"Trong không gian với hệ trục tọa độ Oxyz, cho hai điểm $ A(1;3;5) $ và $ B(5;-3;1) $. Trung điểm của đoạn thẳng AB có tọa độ là:"
14,I-2,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hàm số y = f(x) liên tục trên Ứ, có bảng xét dấu đạo hàm như sau: Khảng định nào dưới đây đúng?"
14,I-3,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ trục tọa độ Oxyz, cho hai vectơ $ \vec{u} = (2; -1; -2) $ và $ \vec{v} = (1; 1; 3) $. Giá trị của $ \vec{u} \cdot \vec{v} $ bằng"
14,I-4,TN4,0.25,NB,1,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Giá trị lớn nhất của hàm số $ y = x^3 - 3x + 2 $ trên đoạn [0;3] bằng
14,I-5,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ trục tọa độ Oxyz, hình chiếu vuông góc của điểm $ M(2,-1;3) $ trên trục Oy là điểm có tọa độ"
14,I-6,TN4,0.25,NB,1,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.867,,"Cho mẫu số liệu ghép nhóm có tư phân vị là $ Q_1 $, $ Q_2 $, $ Q_3 $. Khoảng tư phân vị $ \Delta_Q $ của mẫu số liệu xác định bởi công thức nào sau đây?"
14,I-7,TN4,0.25,NB,1,C1.B3.2,Tiệm cận đứng,C1,true,,,0.96,,Cho hàm số $f(x)$ có bảng biến thiên như hình vẽ sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>x</td...
14,I-8,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số bạc ba y = f(x) có đồ thị như hình vẽ bên. Giá trị cực đại của hàm số đã cho là
14,I-9,TN4,0.25,NB,1,,,,false,OUT.GIOI_HAN,Gioi han,0.63,OUT_OF_FRAME,Phương trình tiệm cận xiên của đồ thị hàm số là $ y = \frac{x^2 + x - 3}{x + 1} $
14,I-10,TN4,0.25,TH,2,C3.B9.1,Khoảng biến thiên,C3,true,,,0.68,,Điểm kiểm tra môn Toán của học sinh lớp 12A được ghi lại ở bảng số liệu ghép nhóm sau <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: cente...
14,I-11,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ tọa độ Oxyz, cho hai vectơ $ \vec{u} = (2;3;-1) $ và $ \vec{v} = (1;3;2) $. Độ dài của vectơ $ \vec{w} = 2\vec{u} - 3\vec{v} $ là"
14,I-12,TN4,0.25,NB,1,C1.B4.3,"Hàm phân thức hữu tỉ (bậc nhất/bậc nhất, bậc hai/bậc nhất)",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đồ thị hàm số $y = \frac{2x + 3}{x - 1}$ có tâm đối xứng là điểm
14,II-1,DS,1,VD,3,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.84,,Cho hàm số bậc bốn $y = f(x)$. Hàm số $y = f'(x)$ có đồ thị như hình vẽ bên.
14,II-2,DS,1,TH,2,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,,Cho hàm số $ y = \frac{x^{2} + x + 1}{x + 1} $.
14,II-3,DS,1,TH,2,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_TF_a_NEEDS_REVIEW,"Trong không gian với hệ tọa độ Oxyz, cho tam giác ABC với A(3;0;0), B(0;6;0), C(0;0;−9)"
14,II-4,DS,1,VDC,4,C3.B10.1,Phương sai và độ lệch chuẩn,C3,true,,,0.872,,Thống kê thời gian trung bình sử dụng máy vi tính trong một ngày của nhân viên công ty X cho bởi bảng số liệu ghép nhóm sau: <table border=1 style='margin: auto; word-wrap: break-...
14,III-1,TLN,0.5,VDC,4,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.867,,Một công ty thống kê tuổi của các nhân viên và kết quả được cho trong bảng số liệu ghép nhóm sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-...
14,III-2,TLN,0.5,VDC,4,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,"Tại phòng thí nghiệm Sinh học, nhóm nghiên cứu nuôi cấy không liên tục Vi khuẩn E.Coli ở điều kiện tối ưu. Sự sinh trưởng của quần thể vi khuẩn bao gồm 4 pha cơ bản: - Pha tiêm ph..."
14,III-3,TLN,0.5,VD,3,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Hàm số $y = \log_{2}(x^{2} + 3x$) nghịch biến trên khoảng $(-\infty; a)$. Giá trị lớn nhất của $a$ là bao nhiêu?
14,III-4,TLN,0.5,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,"Một người điều khiển flycam để phục vụ một chương trình truyền hình. Người ta chọn hệ trục tọa độ Oxyz với gốc tọa độ O là vị trí người điều khiển, mặt phẳng (Oxy) trùng với mặt đ..."
14,III-5,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Một ngôi nhà hình lăng trụ đứng ABCD. A'B'C'D' có đáy ABCD là hình thang vuông tại A và B, AB = AD = 4(m); BC = 3,5(m); BB'' = 6(m) (xem hình vẽ). Ở bức tường ADD'A' người ta lắp ..."
14,III-6,TLN,0.5,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,"Trong mùa mưa lũ, nước ở trên thượng nguồn đồ dồn về hạ lưu rất mạnh nên thường làm lệch quỹ đạo chuyển động của tàu, thuyền trên sông. Giá sử trong một hệ trục tọa độ Oxy cho trư..."
15,I-1,TN4,0.25,NB,1,C4.B11.3,"Nguyên hàm của một số hàm thường gặp (luỹ thừa, lượng giác, mũ–log)",C4,true,,,0.712,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,Nguyên hàm của hàm số $f(x)=2025^x$
15,I-2,TN4,0.25,NB,1,C4.B12.1,Khái niệm tích phân,C4,true,,,0.908,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,Cho hai hàm số $f(x) = -\frac{1}{2}x^{3} + \frac{3}{2}x^{2} + 1$ và $g(x) = -\frac{1}{2}x + \frac{5}{2}$ có đồ thị như hình vẽ bên dưới. Diện tích phần gạch chéo trong hình bằng b...
15,I-3,TN4,0.25,TH,2,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.68,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho bảng số liệu khảo sát về tuổi thọ (đơn vị: nghìn giờ) của một loại bóng đèn: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; wo...
15,I-4,TN4,0.25,NB,1,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.96,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, phương trình mặt cầu (S) tâm $ I(2;-1;0) $ và có đường kính bằng 8 là"
15,I-5,TN4,0.25,NB,1,,,,false,OUT.GIOI_HAN,Gioi han,0.63,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;OUT_OF_FRAME,Tiệm cận xiên của đồ thị hàm số $ y = \frac{-x^{2} - 2x + 5}{x + 2} $ là
15,I-6,TN4,0.25,NB,1,,,,false,OUT.PHUONG_TRINH_BAT_PHUONG_TRINH,Phuong trinh / bat phuong trinh ngoai khung,0.63,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tập nghiệm của bất phương trình $ \left(\frac{1}{2}\right)^{x^2+4x} > \frac{1}{32} $ là
15,I-7,TN4,0.25,NB,1,C5.B16.3,Góc giữa hai mặt phẳng,C5,true,,,0.848,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho mặt phẳng (P): x-3y+2z-5=0 và hai điểm A(2;4;1), B(-1;1;3). Mặt phẳng (Q) đi qua hai điểm A,B và vuông góc với mặt phẳng (P). Một vector pháp tuyến của ..."
15,I-8,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;OUT_OF_FRAME,Cho hình chóp tứ giác đều S.ABCD.Gọi H là trung điểm của cạnh AC. Tìm mệnh đề sai?
15,I-9,TN4,0.25,TH,2,,,,false,OUT.PHUONG_TRINH_BAT_PHUONG_TRINH,Phuong trinh / bat phuong trinh ngoai khung,0.63,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;OUT_OF_FRAME,Phương trình $ 3^{x-2} = \frac{1}{9} $ có nghiệm là
15,I-10,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;OUT_OF_FRAME,"Cho cấp số công $ (u_n) $ có $ u_2 = -2 $, $ u_3 = 1 $. Số hàng $ u_4 $ của cấp số công là"
15,I-11,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hình hộp $ABCD$. $A'B'C'D'$. Phát biểu nào sau đây sai?
15,I-12,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.96,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số có đồ thị như hình vẽ bên. Phát biểu nào sau đây sai?
15,II-1,DS,1,VD,3,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_TF_a_NEEDS_REVIEW,Cho hàm số $y=\frac{x-1}{x+2}$ có đồ thị (C). Gọi I là giao điểm của hai tiệm cận của (C).
15,II-2,DS,1,TH,2,C4.B12.1,Khái niệm tích phân,C4,true,,,0.735,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,"Một đồ lưu niệm bằng thủy tinh có chiều cao bằng 14 (cm), được thiết kế gồm hai phần, phần dưới là một khối lập phương cạnh bằng 8 (cm) và phần trên là một phần của khối cầu có đư..."
15,II-3,DS,1,VDC,4,C5.B14.1,"Vectơ pháp tuyến, cặp vectơ chỉ phương",C5,true,,,0.96,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,"Trong không gian Oxyz cho trước với mặt nước phẳng lặng Trùng với mặt phẳng (Oxy), đơn vị trên mỗi trục là mét. Một chú chim bói cá đang đậu trên một cành cây ở vị trí A(0;0,5) ti..."
15,II-4,DS,1,VD,3,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.68,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4;QUESTION_NO_SOLUTION_FOUND,"Một công ty công nghệ tổ chức một kỳ thi tuyển dụng với hai bài kiểm tra: một bài kiểm tra lập trình và một bài kiểm tra tư duy logic. Công ty nhận thấy rằng, 60% ứng viên là nam,..."
15,III-1,TLN,0.5,VDC,4,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,"Cho hình lăng trụ ABC.A'B'C' có đáy ABC là tam giác đều cạnh $ \sqrt{2} $, hình chiếu A' lên mặt (ABC) trùng với trung điểm của BC và biết rằng góc nhị diện $ [C', BC, A]=135^\cir..."
15,III-2,TLN,0.5,VDC,4,C1.B5.2,Bài toán tối ưu hoá đơn giản,C1,true,,,0.96,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,Một doanh nghiệp vận tải muốn đóng các thùng gỗ để chứa hàng hóa trong quá trình vận chuyển. Mỗi thùng được thiết kế theo dạng hình hộp chữ nhật không có nắp đầy có thể tích 1(m³)...
15,III-3,TLN,0.5,VDC,4,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.825,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,Hình chóm cầu có một đáy là một phần của hình cầu bị chia bởi một mặt phẳng. Một ra đá có thể phát hiện các mục tiêu trong khu vực của một hình chóm cầu với chiều rộng trên mặt đấ...
15,III-4,TLN,0.5,VDC,4,C4.B12.1,Khái niệm tích phân,C4,true,,,0.712,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,"Anh Nghĩa có một khu đất hình thang vuông ABCD với AB=100(m), DC=60(m) và AD=40(m). Anh ấy đã đào một cái hồ để nuôi cá, hồ được bao bơi cạnh AB và một phần của đường cong (H), bi..."
15,III-5,TLN,0.5,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,Một con mã đang được đặt ở vị trí chính giữa tâm ô vuông d4 trong bàn cờ vua. thầy Nghĩa di chuyển con mã 4 bước để sau 4 bước đó quân mã quay trở lại vị trí ban đầu với điều kiện...
15,III-6,TLN,0.5,VDC,4,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.803,EXAM_II_SOLUTION_INCOMPLETE_3_OF_4,"Trong trận đấu giữa Thụy Điểm và Anh tại giải vô địch bóng đá thế giới, khi thời gian trận đấu sắp kết thúc, Zlatan Ibrahimvic đã thực hiện một cú xe đạp chồng ngược móc bóng từ k..."
16,I-1,TN4,0.25,NB,1,C1.B3.1,Tiệm cận ngang,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đồ thị hàm số $y = \frac{2x - 3}{x - 1}$ có đường tiệm cận ngang là
16,I-2,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho cấp số nhân (u_n) có số hàng đầu $ u_1 = 2 $ và công bội $ q = -3 $. Tính $ u_3 $
16,I-3,TN4,0.25,TH,2,,,,false,OUT.THONG_KE_KHAC,Thong ke ngoai khung phan tan,0.63,OUT_OF_FRAME,Khảo sát thời gian tập thể dục của một số học sinh thu được mẫu số liệu ghép nhóm như sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: ...
16,I-4,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,OUT_OF_FRAME,Tập nghiệm của phương trình $ \sin x = \frac{1}{2} $ là
16,I-5,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Cho từ diện OABC có OA, OB, OC đôi một vuông góc và OA = a, OB = 2a, OC = 3a. Tinh khoảng cách từ điểm B đến mặt phẳng (OAC)"
16,I-6,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tính thể tích khối chóp tam giác đều có cạnh đáy 2a và độ dài đường cao a.
16,I-7,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hàm số $y = f(x) = ax^4 + bx^3 + cx^2 + dx + e$ có đạo hàm $f'(x)$ và đồ thị hàm số $y = f'(x)$ cắt trục hoành tại các điểm có hoành độ -1, 0, 2 như hình dưới. Hỏi hàm số $y =..."
16,I-8,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tính đạo hàm của hàm số $y = e^x + \log x$
16,I-9,TN4,0.25,NB,1,,,,false,OUT.DAO_HAM_CO_BAN,Dao ham co ban / tiep tuyen,0.63,OUT_OF_FRAME,Cho hàm số y = f(x) xác định và có đạo hàm trên Ủ và có bảng biến thiên như sau Giá trị cực đại của hàm số bằng
16,I-10,TN4,0.25,NB,1,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,OUT_OF_FRAME,Có bao nhiêu cách chọn 3 học sinh từ 10 học sinh?
16,I-11,TN4,0.25,TH,2,,,,false,OUT.THONG_KE_KHAC,Thong ke ngoai khung phan tan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Khảo sát thời gian tập thể dục của một số học sinh thu được mẫu số liệu ghép nhóm như sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: ...
16,I-12,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hình hộp $ABCD$. $A'B'C'D'$. Khẳng định nào đúng?
16,II-1,DS,1,TH,2,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Trong không gian với hệ toạ độ Oxyz, cho tam giác ABC, với A(5;3;1), B(1;6;2), C(5;0;4). Các mệnh đề sau đúng hay sai?"
16,II-2,DS,1,TH,2,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Cho hàm số $ f(x) = x - \ln x $. Các mệnh đề sau đúng hay sai?
16,II-3,DS,1,VDC,4,C1.B1.1,"Tính đơn điệu (đồng biến, nghịch biến); xét dấu đạo hàm; bảng biến thiên",C1,true,,,0.96,QUESTION_TF_c_NEEDS_REVIEW,"Một xưởng mộc dùng gỗ sồi để sản xuất 5 chiếc bàn mỗi ngày. Chi phí cho mỗi lần vận chuyển nguyên liệu là 5625 USD, chi phí để lưu trữ một đơn vị nguyên liệu là 10 USD mỗi ngày, t..."
16,II-4,DS,1,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Cho hình lăng trụ ABC.A'B'C' có tam giác ABC vuông cân tại A, hình chiếu vuông góc H của A' trên mặt phẳng (ABC) trùng với trọng tâm tam giác ABC. Biết AA'= BC=2a."
16,III-1,TLN,0.5,VDC,4,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,,"Cho tứ diện đều ABCD có cạnh bằng 1. Trên các mặt phẳng (BCD), (CDA), (DAB), (ABC) lần lượt lấy các điểm $ A_1 $, $ B_1 $, $ C_1 $, $ D_1 $ sao cho các đường thẳng $ A_1B_1 $, $ B..."
16,III-2,TLN,0.5,VD,3,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.68,,"Anh A mở một nhà hàng lầu. Anh đã trang bị cho mỗi bàn ăn một nồi lâu có dạng hai hình trụ đồng trụ. Bán kính đáy nồi (ngoài) $R=15$ cm, bán kính trụ giữa (trong) là $r=3,5$ cm, c..."
16,III-3,TLN,0.5,VDC,4,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,QUESTION_SHORT_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME;LOW_CONFIDENCE,Mèo Táo có mở một cửa hàng sách và đang cần tuyển nhân viên trông coi của hàng. Để tuyển nhân viên đòi hỏi có khả năng tự duy và suy luận tốt; Táo đưa ra thử thách như sau: Bộ tru...
16,III-4,TLN,0.5,VDC,4,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.96,,"Mặt cầu tâm I bán kính R > 0 là tập hợp tất cả các điểm trong không gian cách I một khoảng bằng R. Trong không gian với hệ tọa độ Oxyz, đơn vị trên hệ trục là centimet, một tổ kiế..."
16,III-5,TLN,0.5,VD,3,,,,false,OUT.GIOI_HAN,Gioi han,0.63,QUESTION_SHORT_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Đồ thị hàm số $y = \frac{x^3(\sqrt{x^2 - 4} + x)}{2x^3 + 3x^2 - 3x - 2}$ có tất cả bao nhiêu đường tiệm cận đứng và tiệm cận ngang?
16,III-6,TLN,0.5,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.68,,"Một trang trại dự định dành 100 ha đất để trồng ba loại cây: Cao su, Cây phê và Hồ tiêu. Lợi nhuận hàng năm ước tính của Cao su là 40 triệu đồng/ha, Cà phê là 60 triệu đồng/ha và ..."
17,I-1,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Công thức tính thể tích của khối lăng trụ có diện tích đáy là B và chiều cao là h là
17,I-2,TN4,0.25,NB,1,C1.B3.2,Tiệm cận đứng,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đường cong trong hình vẽ bên là đồ thị của hàm số nào dưới đây?
17,I-3,TN4,0.25,NB,1,C2.B8.2,Biểu thức toạ độ của tích vô hướng,C2,true,,,0.685,,"Trong không gian Oxyz, cho hai vector $ \vec{a} = (2; -1; 3) $, $ \vec{b} = (0; 3; 5) $. Tích vô hướng $ \vec{a} \cdot \vec{b} $"
17,I-4,TN4,0.25,NB,1,C1.B1.1,"Tính đơn điệu (đồng biến, nghịch biến); xét dấu đạo hàm; bảng biến thiên",C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong các hàm số sau, hàm số nào nghịch biến trên $ \mathbb{R} $?"
17,I-5,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hình lập phương ABCD.A'B'C'D' cạnh a. Khắng định nào sau đây sai?
17,I-6,TN4,0.25,NB,1,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho tứ diện ABCD có G là trọng tâm tam giác BCD. Vecto $ \overrightarrow{u} = \overrightarrow{AB} + \overrightarrow{AC} + \overrightarrow{AD} $ bằng
17,I-7,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Nghiêm của phương trình $ \log_{5}(2x-1)=1 $
17,I-8,TN4,0.25,NB,1,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.96,,"Cho hàm số y = f(x) liên tục trên đoạn [-1;3] và có đồ thi như hình vẽ bên. Gọi M, m Ầm là lượt là giá trị lớn nhất và giá trị nhỏ nhất của hàm số trên đoạn [-1;3]. Khi đó M +m bằ..."
17,I-9,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho cấp số nhân $ (u_n) $ có số hàng đầu $ u_1 = 7 $ và $ q = 3 $. Khi đó số hàng thứ hai của cấp số nhân đã cho là
17,I-10,TN4,0.25,NB,1,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Chọn ngẫu nhiên một số tự nhiên có hai chữ số. Xác suất để số đó chia hết cho 5 là bao nhiêu?
17,I-11,TN4,0.25,TH,2,C3.B9.1,Khoảng biến thiên,C3,true,,,0.68,,Quãng đường đi bộ mỗi ngày (đơn vị: km) của bạn Dũng trong 20 ngày gần nhất được thống kê lại ở bảng sau. <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td styl...
17,I-12,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.84,,"Cho hàm số $f(x)$ có đạo hàm $f'(x)=x(x-1)(x-2)^2$, $\forall x\in\mathbb{R}$. Số điểm cực trị của hàm số đã cho là"
17,II-1,DS,1,TH,2,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_TF_a_NEEDS_REVIEW;QUESTION_TF_b_NEEDS_REVIEW;QUESTION_TF_c_NEEDS_REVIEW;QUESTION_TF_d_NEEDS_REVIEW;OUT_OF_FRAME,Cho hàm số $y = f(x) = x^2$.
17,II-2,DS,1,VD,3,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,Cho hàm số $y = f(x)$ có đạo hàm trên $R$ và hàm số $y = f'(x)$ là hàm số bậc ba có đồ thị là đường cong như hình vẽ sau
17,II-3,DS,1,VD,3,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.807,QUESTION_TF_c_NEEDS_REVIEW,"Một chiếc má bay thương mại đang bay trên bầu trời theo một đường thẳng từ D đến E, có hình chiếu trên mặt đất là đoạn CB. Tại vị trí D thì máy bay cách mặt đất 9000m, tại vị trí ..."
17,II-4,DS,1,VD,3,CD3.B6.2,Vay nợ của các tổ chức tín dụng,CD3,true,,,0.96,QUESTION_TF_b_NEEDS_REVIEW,"Ông Minh vay ngân hàng 100 triệu đồng với lãi suất không đổi trong suốt quá trình vay là 1% /tháng. Ông Minh hoàn nợ cho ngân hàng theo cách: Sau đúng một tháng kể từ ngày vay, ôn..."
17,III-1,TLN,0.5,VDC,4,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.867,,Một bác tài xế thống kê lại độ dài quãng đường (đơn vị: km) bác đã lái xe mỗi ngày trong một thắng ở bảng sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td...
17,III-2,TLN,0.5,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.96,,"Cho hình lập phương ABCD.A'B'C'D' có cạnh bằng 20 cm. Giả sử hai chú kiến và đen xuất phát cùng một lúc tại các vị trí A và D, kiến vàng đi thẳng từ A đến D' với vận tốc 2 cm/s và..."
